Booking_ID,Hotel_ID,Customer_Name,Booking_Date,Nights,Total_Amount
BK_25598,LAZ,FELICIA BROWN,2025-11-14,4,1052.09
BK_75759,ORO,Joseph Moore,2025-04-22,7,1210.2
BK_19571,LAZ,Heather Cuevas,2025-03-11,4,1221.65
BK_79230,GAL,ALEXANDRA SALINAS,2025-03-18,6,998.85
BK_87392,CAP,rebecca silva,2025-08-02,7,1949.59
BK_74090,ORO,Scott Willis,2025-12-09,4,561.5
BK_42727,ORO,rodney walsh,2025-10-12,10,1767.07
BK_83792,LAZ,Bradley Sutton,2025-05-30,4,1273.57
BK_88198,ORO,Jackie Norman,2025-11-23,2,360.19
BK_26014,LAZ,eric byrd,2025-09-10,10,3129.0
BK_27735,ORO,Melissa Barnes,2025-02-28,9,1289.26
BK_77152,SAN,Mariah Shaffer,2025-04-29,12,4982.46
BK_52810,SAN,TRICIA MORRIS,2025-11-02,2,1014.2
BK_95865,LAZ,steve nelson,2025-08-05,5,1353.98
BK_64309,CAP,dr. henry garcia,2026-01-08,1,274.18
BK_58430,CAP,joyce carter,2025-12-24,1,284.77
BK_44105,LAZ,MICHAEL TAYLOR,2026-01-08,12,3625.04
BK_93914,LAZ,Christopher Hughes,2025-09-03,5,
BK_57536,ORO,shannon moran,2026-01-09,3,437.46
BK_55595,GAL,alicia tran,2025-11-01,6,1078.2
BK_58598,SAN,JAMES CLARK,2025-04-03,9,3487.26
BK_71210,GAL,michelle smith,2026-01-27,3,473.67
BK_58573,ORO,CAROLYN SANTIAGO,2025-09-10,3,551.01
BK_92134,ORO,JODY MILLER,2026-02-03,12,1695.8
BK_35045,GAL,Carl Hansen,2025-05-20,2,350.29
BK_55067,H_UNK,Brooke Wood,2025-12-11,3,743.97
BK_27539,GAL,Brandon Baker,2025-06-25,4,722.31
BK_96000,LAZ,ELIZABETH CRUZ,2025-02-20,8,2188.79
BK_79249,CAP,Alexis Carter,2025-03-27,9,2664.47
BK_37229,GAL,SAMANTHA PEREZ,2025-11-25,5,691.2
BK_87928,CAP,kaylee reynolds,2025-05-22,4,1269.18
BK_69305,GAL,Amanda Williams,2025-05-20,11,1699.66
BK_43197,CAP,Katie Smith,2025-07-07,4,1149.32
BK_80432,CAP,ethan tran,2025-09-24,7,1875.1
BK_38718,CAP,amanda black,2025-10-22,11,3259.65
BK_56128,SAN,EDWIN CLAYTON,2025-05-22,12,6017.62
BK_42010,GAL,Jeremy Jackson,2025-12-08,11,1766.27
BK_74483,LAZ,Wendy Erickson,2025-06-20,4,1175.41
BK_40086,ORO,Robert Lucero,2026-01-18,4,654.88
BK_39826,CAP,RONALD ACOSTA,2025-08-03,10,
BK_50737,SAN,spencer nelson,2025-11-16,5,2134.16
BK_16426,GAL,TERESA WALL,2026-01-07,5,723.45
BK_66546,ORO,LORI THORNTON,2025-07-25,7,1186.07
BK_42922,GAL,john garcia dvm,2025-12-02,1,141.96
BK_57748,LAZ,Dylan Rodriguez,2025-12-25,6,1919.92
BK_34678,GAL,maria boyer,2025-04-06,6,984.69
BK_43679,LAZ,todd king,2026-02-04,4,1065.32
BK_43335,LAZ,Brad Dunn,2025-04-20,11,2785.81
BK_42386,SAN,cody rodriguez,2025-11-16,8,3814.64
BK_42247,ORO,barbara boone,2025-11-02,4,577.4
BK_78097,GAL,MEGHAN TYLER,2025-05-19,1,172.73
BK_57836,LAZ,kayla collins,2025-07-28,6,1844.04
BK_73800,ORO,Eric Williams,2025-05-23,9,1456.69
BK_86531,CAP,Brittany Arnold,2025-04-03,7,1818.25
BK_28086,GAL,JULIE PATRICK,2025-02-15,8,1416.96
BK_59859,GAL,theresa hamilton,2025-10-05,1,170.68
BK_55663,SAN,JONATHAN TAYLOR,2025-10-17,8,3272.47
BK_13839,ORO,mr. robert crawford,2025-11-01,10,1379.13
BK_80684,GAL,Eric Gordon,2025-04-15,11,1751.22
BK_18082,ORO,Colleen Phillips,2025-04-27,4,568.46
BK_50065,CAP,michele ortiz,2025-03-15,3,880.7
BK_27769,GAL,teresa wood md,2025-11-02,1,167.29
BK_39746,GAL,Kathleen Delacruz,2025-06-27,8,1292.0
BK_18221,CAP,Haley Vasquez,2025-03-02,3,789.89
BK_24545,LAZ,CHRISTINA MITCHELL,2025-05-21,9,2374.77
BK_95348,LAZ,ALEXANDER HERNANDEZ,2025-03-18,3,958.35
BK_82731,LAZ,johnny lamb,2025-07-13,5,1273.33
BK_97314,SAN,Gilbert Flynn,2026-01-07,3,1412.61
BK_44880,CAP,cynthia smith,2025-03-30,3,890.38
BK_96632,LAZ,PAMELA BAKER,2025-11-22,2,510.91
BK_95729,ORO,colleen hale,2025-10-19,6,952.36
BK_65958,LAZ,ASHLEY COBB,2025-08-06,11,3329.29
BK_83786,SAN,DAVID HART,2025-08-17,3,1551.98
BK_80949,LAZ,Julie Ramirez,2025-07-16,8,2474.66
BK_21971,LAZ,Walter White,2025-05-13,12,3709.7
BK_22512,GAL,John Hernandez,2025-12-01,2,303.58
BK_99371,LAZ,Jessica Hunter,2025-10-24,-1,-261.3
BK_90348,CAP,tyler kirk,2025-02-22,6,1723.49
BK_41312,SAN,Mrs. Teresa Reynolds MD,2025-12-12,2,928.15
BK_35195,SAN,TIMOTHY JONES,2025-09-20,12,5375.65
BK_82387,CAP,Michael Phillips,2025-06-21,2,595.81
BK_26498,GAL,Carla Walsh DVM,2025-06-01,11,1520.46
BK_58041,SAN,CHRISTINE WALLACE,2025-10-31,9,3758.23
BK_63571,LAZ,Richard Bass,2025-04-29,10,2987.25
BK_52225,SAN,MRS. ALICIA YOUNG,2025-09-17,8,3578.86
BK_12200,ORO,Dennis Flores,2025-06-15,2,311.56
BK_52987,GAL,brian jones,2026-01-25,1,
BK_14764,CAP,Taylor Kelly,2025-09-01,9,2251.94
BK_19233,CAP,melissa benitez,2025-07-02,10,3006.5
BK_56328,LAZ,karen campbell,2025-02-25,1,251.84
BK_41324,CAP,amy clark,2025-10-01,9,2742.28
BK_88425,ORO,JOHN DAVIS,2025-12-04,5,797.2
BK_50358,GAL,anna garcia,2025-08-03,3,490.61
BK_50498,ORO,Brian Cabrera,2025-12-08,10,1472.03
BK_26727,SAN,Laurie Decker,2025-02-22,6,2600.93
BK_77624,ORO,Blake Rios,2025-07-07,9,1353.11
BK_69255,GAL,jeffrey johnston,2025-05-29,11,1861.77
BK_74003,GAL,Elizabeth Perez,2025-09-21,12,1737.42
BK_65874,LAZ,Lisa Scott,2025-03-03,12,3580.07
BK_35605,ORO,AUTUMN SHARP,2026-01-22,4,575.06
BK_82073,CAP,clayton henderson,2025-08-13,2,538.02
BK_76597,GAL,Edward Rios,2025-04-19,2,272.85
BK_86047,ORO,SCOTT DUNCAN,2025-06-16,5,887.43
BK_28751,ORO,jessica zavala,2026-01-06,5,812.27
BK_72708,ORO,TERESA GILES,2026-01-04,5,803.58
BK_88002,ORO,Brian Webb,2025-04-18,2,316.22
BK_87274,SAN,michael morrow,2025-06-15,10,4983.05
BK_49951,CAP,Breanna Green,2025-06-28,8,1912.74
BK_79330,CAP,NICOLE HICKS,2025-05-06,12,3682.72
BK_20431,LAZ,DARRELL NIXON,2025-07-24,9,2164.77
BK_53901,SAN,Susan Wilson,2025-07-29,5,2159.44
BK_38357,LAZ,Carla Hall,2025-12-09,10,2938.54
BK_86432,SAN,SCOTT YOUNG,2025-09-02,11,5646.83
BK_52406,GAL,HEATHER ALVAREZ,2025-12-28,9,1382.7
BK_34217,ORO,Andres Smith,2025-04-09,8,1201.81
BK_56649,CAP,David Petty,2026-01-17,3,955.4
BK_92488,LAZ,danielle garrison,2025-06-19,8,
BK_96531,LAZ,Jon Jenkins,2025-08-22,10,2670.77
BK_32350,CAP,WILLIAM SANTOS,2025-08-21,12,3714.56
BK_38218,LAZ,CHRISTINE MOORE,2025-03-27,7,1724.58
BK_59956,LAZ,erika koch,2025-10-18,11,2644.79
BK_14968,ORO,Michelle Franco,2025-04-23,10,1659.85
BK_81669,CAP,AMBER YATES,2025-10-08,12,3400.75
BK_52706,LAZ,TERRY MCLAUGHLIN,2025-09-11,1,
BK_83967,CAP,KENNETH BLACKWELL,2025-02-17,10,3004.61
BK_57659,GAL,MICHELLE MEDINA,2025-02-19,7,1233.3
BK_40502,ORO,STEPHANIE MORAN,2025-07-16,3,427.98
BK_18813,ORO,jennifer gonzalez,2025-10-04,6,907.83
BK_92583,GAL,paul green,2025-05-03,5,789.98
BK_38588,CAP,DAVID PECK,2026-02-04,6,1687.67
BK_91914,SAN,CHERYL ARNOLD,2025-05-21,3,1175.05
BK_90077,LAZ,William Castro,2025-11-12,3,945.98
BK_86618,SAN,Andrew Moore,2025-10-18,12,5251.13
BK_65333,LAZ,jessica english,2025-08-21,8,2201.84
BK_50075,GAL,William Wilcox,2025-11-17,8,1468.31
BK_64836,GAL,christopher fox,2025-09-07,3,540.15
BK_91591,LAZ,stephanie cooper,2025-07-18,8,2086.83
BK_67962,SAN,Shannon Gardner,2025-06-24,10,4974.43
BK_42824,GAL,ALLISON GRAHAM,2025-07-06,3,510.41
BK_82539,SAN,andrea friedman,2025-04-01,9,3980.98
BK_72546,SAN,Kevin Garcia,2025-08-30,2,1005.44
BK_57884,ORO,Cheyenne Navarro,2025-07-23,3,429.53
BK_16211,ORO,Katherine Mills,2025-06-22,1,155.2
BK_47957,ORO,AARON WEAVER,2025-12-06,3,
BK_68282,ORO,kenneth smith,2025-03-08,5,690.48
BK_64304,ORO,DANIEL BAUTISTA,2026-01-25,11,
BK_34554,LAZ,Gregory Orozco,2025-07-17,2,491.69
BK_81452,CAP,Victoria Malone,2025-03-27,7,2002.18
BK_73346,SAN,Christopher Hendricks,2025-05-09,9,4380.12
BK_48507,ORO,Marilyn Johnson,2025-08-29,7,1008.81
BK_83494,LAZ,terry garrett,2025-07-08,2,641.73
BK_13815,LAZ,lynn horn,2025-11-08,6,1510.58
BK_32937,LAZ,sarah lewis,2025-09-27,11,3415.58
BK_17979,CAP,ABIGAIL BROWN,2025-02-19,8,2013.64
BK_33422,SAN,Kelly Santos,2025-05-24,2,965.86
BK_32435,ORO,martin sanders,2026-01-20,4,631.0
BK_44888,CAP,kendra barber,2026-01-15,9,2291.39
BK_69618,CAP,JOANNE CLARK,2025-05-21,10,3106.88
BK_46013,SAN,CHRISTINA MORALES,2025-04-18,8,3194.47
BK_67088,GAL,Susan Barnes,2025-12-21,3,474.76
BK_18023,SAN,CHAD WARREN,2025-05-09,6,2507.85
BK_24598,GAL,MICHAEL WILLIAMS,2025-10-19,10,1686.45
BK_65336,ORO,lori silva,2026-01-19,9,1290.11
BK_15933,SAN,Jeremy Chambers,2025-06-06,11,4975.87
BK_65357,CAP,jason salazar,2025-04-07,6,1606.78
BK_70616,GAL,LINDA WILLIAMS,2025-05-31,-1,-141.92
BK_32718,CAP,BRYAN BURNS,2025-11-19,10,2659.91
BK_51537,LAZ,Miranda Hopkins,2025-04-02,11,2955.87
BK_16738,ORO,JAMES WILLIAMS,2025-03-04,9,1232.49
BK_98754,ORO,rachael archer,2025-04-13,2,365.9
BK_47786,SAN,Victoria Phillips,2025-03-25,2,961.61
BK_30262,SAN,frank robertson,2026-01-22,2,1024.68
BK_22036,ORO,Christina Nelson,2025-10-24,4,605.76
BK_98008,CAP,Natasha Keith,2025-06-05,11,3463.86
BK_51248,H_UNK,bryan myers,2025-12-28,3,472.39
BK_71133,ORO,TERESA ROBERTS,2025-06-07,8,1293.38
BK_18179,ORO,michael nichols,2025-03-07,11,1972.13
BK_57806,CAP,jacob garcia,2025-06-04,11,3096.72
BK_48395,SAN,ryan kennedy,2025-10-13,6,2730.38
BK_28391,GAL,DAVID CLARK,2025-10-05,9,1355.56
BK_52190,ORO,jeffery ward,2025-05-05,12,1810.84
BK_82563,CAP,SAMUEL HANCOCK,2025-03-06,6,1473.86
BK_80747,CAP,sharon davis,2026-01-08,12,2858.7
BK_89784,ORO,jose smith,2025-04-20,11,1830.21
BK_53278,CAP,james collins,2025-12-01,8,2551.71
BK_78153,SAN,EMILY ESPINOZA,2025-03-25,6,2783.6
BK_20915,GAL,tonya rogers,2025-03-13,3,427.18
BK_68801,SAN,Kathleen Stevens,2025-09-21,7,3194.8
BK_13729,GAL,maxwell harper,2025-08-04,6,
BK_87046,GAL,SCOTT ROGERS,2025-03-05,6,949.5
BK_36434,ORO,HEATHER BARRY,2025-04-21,2,276.74
BK_60344,SAN,Joseph Phillips,2025-08-29,8,3479.91
BK_43888,GAL,VANESSA BOYLE,2025-08-22,6,859.56
BK_42899,LAZ,CANDACE CARLSON,2025-10-24,2,621.75
BK_36638,SAN,RACHEL AGUILAR,2025-11-30,4,1668.29
BK_87370,CAP,Mr. John Mack,2025-04-13,5,1468.18
BK_99241,LAZ,Megan Dominguez,2025-10-08,5,1307.17
BK_68064,ORO,Justin Thomas,2025-04-10,3,
BK_60053,ORO,natalie brewer,2025-08-23,10,1647.66
BK_30633,SAN,kristen copeland,2025-12-20,8,3828.73
BK_69398,LAZ,Francisco West,2025-03-14,5,1575.54
BK_95116,SAN,MARK MOORE,2025-04-06,12,5838.14
BK_98175,GAL,Zachary Fuller,2025-11-23,7,1082.88
BK_75306,GAL,joseph wright,2025-06-22,2,364.26
BK_90950,SAN,HALEY HODGES,2025-06-08,9,3879.79
BK_71473,CAP,VERONICA SALAZAR,2026-02-13,4,1062.32
BK_47467,SAN,Stephanie Soto,2025-05-25,8,3982.56
BK_35276,LAZ,sarah johnson,2025-10-26,5,1529.72
BK_17047,GAL,RUTH CHAPMAN,2025-09-07,10,1669.61
BK_35458,CAP,Virginia Johnson,2026-01-20,5,1582.63
BK_54200,ORO,ryan garcia,2025-08-27,10,1450.05
BK_88477,ORO,Megan Choi,2026-01-20,10,1835.52
BK_59481,SAN,CHARLES BLACKBURN,2025-07-25,9,4179.37
BK_33476,SAN,BRYAN LYNCH,2025-11-06,1,399.86
BK_22038,ORO,Carol Carey,2025-11-03,7,1046.18
BK_83051,LAZ,michael george,2025-06-25,2,639.55
BK_63119,ORO,Leslie Ward,2025-04-26,6,874.8
BK_28091,GAL,samantha wiley,2026-01-02,7,1047.05
BK_79182,SAN,margaret perry,2025-08-29,-1,-425.87
BK_30268,LAZ,catherine moore,2025-10-25,1,261.98
BK_70362,CAP,Carolyn Murphy,2025-04-19,6,1760.28
BK_57146,SAN,JUSTIN BRYANT,2025-09-28,7,3312.45
BK_55212,LAZ,miranda schultz,2025-08-10,1,269.16
BK_25571,LAZ,Kristen Myers,2025-09-18,1,304.8
BK_18524,LAZ,LARRY BUTLER,2025-05-21,12,3443.77
BK_10969,H_UNK,Thomas Cannon,2025-03-25,4,1093.39
BK_35650,LAZ,TIMOTHY CURTIS,2025-09-16,10,3207.98
BK_62507,SAN,Melissa Smith,2025-02-21,10,4736.77
BK_12244,GAL,Lisa Moore,2026-02-11,11,1788.22
BK_82494,GAL,ANNA MCBRIDE,2025-07-26,11,1710.88
BK_42086,SAN,Samuel Dennis,2025-05-21,3,1182.53
BK_10826,CAP,daniel smith,2025-12-01,3,772.4
BK_38273,ORO,michael montgomery,2025-10-06,10,
BK_71266,CAP,kelly pratt,2025-09-19,4,1160.92
BK_73656,CAP,miguel taylor,2026-01-09,7,1726.38
BK_48660,ORO,Colleen Garcia,2025-07-18,5,726.48
BK_90371,ORO,alicia mcdonald,2025-08-27,3,509.07
BK_41810,GAL,ashley anderson,2025-11-19,10,
BK_79147,CAP,BRANDI SOLIS,2025-07-26,12,3815.33
BK_59242,LAZ,charles nielsen,2026-01-23,6,1925.74
BK_94082,SAN,AMBER MOONEY,2025-02-27,6,2663.58
BK_69753,SAN,katie johnson,2025-12-07,11,5446.15
BK_10206,SAN,Michelle Barker,2025-08-20,4,1898.44
BK_61034,CAP,jason cruz,2025-03-23,11,3373.17
BK_96946,GAL,Phillip Lawrence,2025-03-04,11,1657.2
BK_77840,GAL,Robin Davis,2025-05-19,10,
BK_69962,H_UNK,NANCY KEY,2025-04-25,7,2231.73
BK_11293,ORO,Sandy Hartman,2026-02-05,8,1104.1
BK_74614,ORO,anna moore,2025-02-19,7,1222.14
BK_48368,LAZ,JOSEPH HARMON,2025-08-19,12,3785.7
BK_40587,ORO,SHELBY HAWKINS,2026-01-15,8,1448.68
BK_48026,LAZ,JOSHUA BUTLER,2026-01-04,5,1548.0
BK_59533,GAL,tina johnston,2025-04-28,1,172.96
BK_53742,LAZ,antonio wagner,2025-11-05,3,901.87
BK_67894,GAL,Jordan Vang Jr.,2025-04-13,12,2202.19
BK_12962,CAP,Scott Moore,2025-05-27,2,632.47
BK_37733,SAN,Madison Cameron,2025-07-02,5,2128.57
BK_75695,CAP,Derek Garrison,2025-09-09,12,2981.62
BK_75975,LAZ,RICKY RUSSELL,2025-03-15,4,1207.75
BK_78486,GAL,Beth Turner,2025-03-30,8,1330.17
BK_16270,CAP,Ryan Cox,2025-07-18,8,2484.03
BK_31399,CAP,DANIEL ROBERTS,2026-02-02,1,262.48
BK_12372,SAN,matthew sandoval,2025-06-21,2,856.81
BK_44961,ORO,patricia nielsen,2025-07-05,4,590.54
BK_39510,ORO,candace davis,2025-08-01,10,1654.95
BK_39457,CAP,david leblanc,2025-07-03,5,1207.79
BK_23178,GAL,JEREMY BECKER,2025-04-24,11,1552.99
BK_49336,ORO,Robert Leonard,2025-08-15,-1,-164.66
BK_29461,SAN,Kimberly Woodward,2025-07-31,7,2788.85
BK_76612,GAL,Kimberly Green,2025-12-03,3,
BK_55361,CAP,lauren chavez,2026-02-11,6,1576.97
BK_10035,GAL,shelley cowan,2025-09-28,1,158.88
BK_94812,LAZ,Ashley Rosales,2025-10-29,2,584.39
BK_20506,ORO,CHAD OCONNOR,2025-12-21,4,553.04
BK_97910,ORO,barbara adams,2025-02-20,12,1842.81
BK_19547,ORO,Daniel Ellis,2025-09-26,-1,-174.15
BK_69534,CAP,randall smith,2025-03-29,11,3141.54
BK_89863,SAN,jessica stanley,2025-02-20,3,1431.09
BK_69102,ORO,kelly wheeler,2025-07-03,1,179.79
BK_81050,CAP,Lynn Christensen,2025-03-16,6,1582.12
BK_31515,GAL,brooke reid,2025-05-20,10,1437.04
BK_54569,ORO,diana baker,2025-11-22,7,
BK_54781,CAP,john sanchez,2025-03-15,1,288.78
BK_92886,CAP,kimberly giles,2025-10-06,3,960.46
BK_24179,SAN,Carolyn King,2025-12-09,7,2763.0
BK_57953,ORO,Erik Harris,2026-01-30,12,2125.01
BK_60647,SAN,marissa thomas,2025-06-24,2,829.03
BK_57930,GAL,RACHEL MORENO,2025-11-13,6,974.1
BK_40094,CAP,susan jordan,2025-02-13,9,2501.42
BK_21947,LAZ,WESLEY ROBINSON,2025-11-09,3,760.97
BK_17458,SAN,ABIGAIL DIXON,2025-10-12,2,
BK_71864,SAN,david scott,2025-04-17,6,
BK_36869,GAL,Lauren Roy,2025-06-12,8,1379.99
BK_16727,CAP,colleen simon,2025-09-03,12,3259.84
BK_31002,GAL,LEE JACKSON,2025-10-15,1,181.37
BK_28943,CAP,joseph wright,2025-07-25,6,1548.74
BK_89754,SAN,CONNIE PEREZ,2025-11-07,4,1792.0
BK_19037,SAN,courtney fuentes,2026-01-19,1,402.08
BK_63288,SAN,David Vargas,2025-05-09,12,4770.97
BK_18048,SAN,Margaret Miller,2025-10-17,10,4828.17
BK_94210,CAP,john green,2025-04-13,8,2354.46
BK_56702,GAL,JANE MILLER,2025-05-26,1,180.99
BK_45385,CAP,robert conner,2025-12-06,4,1063.19
BK_17605,GAL,roger hayes,2025-06-18,7,1045.19
BK_89466,SAN,kimberly hernandez,2026-01-11,3,1264.22
BK_64094,LAZ,jon long,2025-02-17,11,3029.64
BK_56160,SAN,alexander johnson,2025-11-14,6,2383.96
BK_27223,SAN,Thomas Robinson,2025-12-18,10,4018.82
BK_56867,SAN,shirley thompson,2025-06-26,10,4658.65
BK_23464,SAN,Rachael Morgan,2025-10-05,8,3733.05
BK_89812,GAL,thomas bernard,2025-10-29,3,502.3
BK_49014,ORO,Elizabeth Garza,2025-04-06,1,178.02
BK_58677,CAP,AMANDA WILLIAMS,2025-07-08,4,987.76
BK_26388,SAN,JEREMY WARE,2025-06-10,5,2187.08
BK_50619,SAN,Valerie Powell,2025-04-20,11,4911.93
BK_81143,GAL,MELISSA MELTON,2026-01-28,9,1652.57
BK_66338,CAP,Todd Ross,2025-11-17,4,1003.22
BK_21224,SAN,jeanne robinson,2025-12-11,1,500.83
BK_70629,LAZ,julian brown,2025-08-29,11,2680.14
BK_47846,GAL,sean logan,2025-02-16,7,1222.33
BK_53757,LAZ,leonard weber,2025-11-23,2,478.77
BK_17110,GAL,stephanie johnson,2025-09-07,5,891.23
BK_45386,GAL,TAMI GREEN,2025-05-23,5,758.16
BK_32968,LAZ,michael munoz,2025-04-08,1,258.36
BK_32253,CAP,Bryan Walker,2025-08-03,12,3402.68
BK_97811,LAZ,melissa garcia,2025-03-11,11,3331.74
BK_66155,ORO,Carl George,2025-08-09,1,167.54
BK_75643,ORO,Larry Jordan,2025-07-29,4,583.78
BK_98704,CAP,Thomas Smith,2025-06-24,6,1926.03
BK_63394,SAN,zachary smith,2025-11-13,7,
BK_73129,SAN,frederick watkins,2025-08-21,3,1245.55
BK_60007,CAP,Mr. Drew Hammond,2025-10-11,1,311.49
BK_98057,ORO,Bryan Wilson,2026-02-07,5,905.05
BK_50394,GAL,James Mathews,2025-11-14,7,
BK_98232,SAN,James Fletcher,2025-12-23,1,494.19
BK_56893,SAN,COURTNEY WALTER,2025-10-28,1,478.67
BK_99506,ORO,elizabeth lee,2025-07-27,9,1353.85
BK_57225,GAL,CAROLYN DOMINGUEZ,2025-07-15,6,1015.88
BK_20247,GAL,emily ferguson,2025-09-15,11,1638.1
BK_79961,ORO,TERESA ONEILL,2025-10-08,12,2178.64
BK_57339,CAP,shawn bright,2025-09-11,3,820.77
BK_42856,ORO,ASHLEY FLORES,2025-06-20,7,
BK_52980,SAN,TRAVIS BYRD,2025-11-04,5,2496.66
BK_94540,GAL,meredith perry,2025-09-04,3,430.49
BK_24696,H_UNK,Jennifer Walker,2026-01-23,11,1602.07
BK_60137,ORO,Katherine Collins,2025-08-24,8,1225.43
BK_64015,LAZ,Joseph Scott,2025-04-22,11,3386.75
BK_74026,CAP,eric charles,2025-12-31,1,274.74
BK_13987,GAL,jon morse,2025-10-24,10,1370.64
BK_34057,LAZ,Bradley Wilkerson,2025-02-13,9,2803.28
BK_23090,SAN,kaitlin berger,2025-07-28,9,3586.13
BK_10860,SAN,Mary Stephens,2026-02-10,5,2556.65
BK_74334,GAL,Cynthia Ibarra,2025-02-14,11,1688.26
BK_66605,LAZ,Ashley Salas,2025-04-02,12,3315.26
BK_49821,GAL,APRIL FOX,2025-08-02,11,1730.75
BK_78050,CAP,JAMES HILL,2025-04-26,9,2777.64
BK_27721,CAP,Wendy Sharp,2026-01-10,1,292.36
BK_87903,SAN,Ashley Stephens,2025-10-11,7,3339.69
BK_24490,LAZ,kevin robertson,2025-06-10,3,840.15
BK_94550,SAN,Albert Moore,2025-05-30,6,2507.47
BK_42422,LAZ,Joshua Little,2025-05-22,3,941.19
BK_33355,CAP,Taylor Randolph,2025-09-07,12,3819.1
BK_63081,SAN,Adam Sloan,2026-02-11,6,2853.37
BK_20088,LAZ,Brianna Howell,2025-05-28,5,1525.84
BK_29163,CAP,joseph mcknight,2025-09-14,11,2763.91
BK_77105,SAN,KAYLA SMITH,2026-01-17,1,438.89
BK_12964,CAP,Elizabeth Mcgee,2025-12-27,1,239.5
BK_17220,LAZ,alicia stewart,2025-11-16,4,1139.52
BK_97687,GAL,Megan Burns,2025-04-11,4,645.78
BK_70329,LAZ,christian adams,2025-05-12,1,260.85
BK_54023,GAL,Matthew Moore,2025-08-22,7,973.1
BK_38389,CAP,NICHOLAS ALLEN,2025-11-19,8,2293.49
BK_50577,LAZ,eric floyd,2025-09-18,9,2859.92
BK_75493,ORO,BRIANA PATEL,2025-06-24,10,1619.63
BK_33835,SAN,Kendra Evans,2025-05-20,7,2863.62
BK_63579,ORO,russell hunt,2025-10-02,7,964.6
BK_79087,GAL,DAKOTA PADILLA JR.,2025-04-25,9,1487.01
BK_42472,LAZ,steven hatfield,2025-02-18,5,1230.68
BK_58551,ORO,JESUS RANDALL,2025-07-02,2,300.52
BK_96297,GAL,David Miller,2025-07-06,9,1633.03
BK_64073,GAL,CHRISTINE TUCKER,2025-06-18,12,1686.75
BK_93559,ORO,raymond nichols,2025-09-17,1,166.25
BK_26992,LAZ,william green,2025-08-27,7,1893.53
BK_25380,ORO,ANTHONY WALKER,2025-10-31,10,1505.22
BK_40513,ORO,ANDREW MORTON,2025-08-09,9,1640.26
BK_89663,ORO,adam jenkins,2025-07-18,12,2195.93
BK_81480,SAN,Shari Ryan,2025-05-31,1,383.77
BK_10776,LAZ,Gary Bowman,2026-01-12,12,3589.43
BK_26626,LAZ,Christopher Salazar,2025-05-02,6,1683.77
BK_99830,GAL,CHRISTOPHER ASHLEY,2025-10-31,3,494.93
BK_37457,CAP,lonnie sullivan,2025-12-22,8,2331.1
BK_13887,GAL,mr. craig davis dds,2025-10-10,2,290.72
BK_20216,H_UNK,Steven Martinez,2025-11-25,8,2336.72
BK_53082,CAP,ROBERT HAYDEN,2025-11-12,1,272.13
BK_48605,SAN,joshua johnson,2025-08-22,4,
BK_42424,LAZ,Christopher Willis,2025-11-25,12,3499.16
BK_49691,LAZ,John Mendoza,2025-08-30,10,2930.25
BK_39593,SAN,Michael Mckinney DVM,2025-11-08,12,4849.27
BK_51736,SAN,ABIGAIL WALLACE,2025-12-31,11,4306.2
BK_12765,ORO,TRACY SNYDER,2025-12-31,1,142.69
BK_27455,CAP,Pamela Davis,2025-05-28,6,1690.42
BK_61249,GAL,Kayla Huff,2025-07-09,11,1733.4
BK_56156,ORO,mark forbes,2025-03-19,5,720.26
BK_23162,CAP,BILLY RODRIGUEZ,2025-09-30,1,255.65
BK_18055,LAZ,SARAH BELL,2025-04-04,4,1230.38
BK_47164,SAN,DAWN JENKINS,2025-04-03,4,1931.69
BK_48601,CAP,Joy Allen,2026-01-31,5,1531.84
BK_66514,SAN,Benjamin Ruiz,2025-12-13,3,1458.15
BK_76529,GAL,EMILY DIXON DDS,2026-01-01,5,913.41
BK_48426,ORO,julie patel,2025-03-15,1,169.75
BK_88830,ORO,JULIA MILLER,2025-04-27,6,1000.24
BK_66293,ORO,angela cruz,2025-08-14,10,1621.47
BK_38806,LAZ,david brown,2025-06-30,5,1565.2
BK_91713,LAZ,Michael Lewis,2025-10-19,10,2635.62
BK_88538,LAZ,Erica David,2025-11-13,10,2472.27
BK_99913,LAZ,HARRY DELACRUZ,2025-12-11,12,3785.31
BK_62530,CAP,michael sharp,2025-03-05,10,2710.07
BK_60951,LAZ,Kayla Becker,2025-12-06,12,3745.45
BK_60059,SAN,THOMAS TURNER,2026-01-26,1,425.99
BK_51809,LAZ,Connor Wood,2025-04-08,2,572.55
BK_34595,ORO,JACOB BURNETT,2025-09-28,-1,-157.71
BK_40408,CAP,DR. DAWN WALKER,2026-02-12,9,2818.89
BK_37164,GAL,DANIEL DIXON,2025-04-29,3,419.67
BK_36756,SAN,BROOKE WOOD,2025-03-19,3,1425.29
BK_41311,SAN,JENNIFER CONTRERAS,2025-03-01,9,3603.53
BK_25891,CAP,John Campos,2026-01-29,2,545.88
BK_93233,CAP,jeffery fisher,2025-06-20,8,2263.97
BK_62310,LAZ,Robin Fields,2025-04-19,-1,-282.13
BK_94052,CAP,Samantha Taylor,2025-12-18,3,884.6
BK_28029,LAZ,JESSICA PETERS,2025-03-02,9,2168.66
BK_31320,SAN,Dr. Dwayne Hunt,2025-12-01,11,4958.2
BK_69366,CAP,Jessica Carlson,2025-06-18,2,525.76
